trace,len,percentage,Variant_Name,len_trace
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""SET STATUS"")",2,0.002,Variant_372,7
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_373,15
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL)",2,0.002,Variant_374,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,""CODE OK"")",2,0.002,Variant_375,14
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,BILLED)",2,0.002,Variant_376,10
"(NEW,FIN,RELEASE,FIN,RELEASE,FIN,RELEASE,BILLED)",2,0.002,Variant_377,8
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,STORNO,BILLED)",2,0.002,Variant_378,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,REJECT,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",2,0.002,Variant_379,19
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_380,14
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,BILLED)",1,0.001,Variant_381,7
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,DELETE)",1,0.001,Variant_382,14
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,REOPEN,DELETE)",1,0.001,Variant_383,8
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_384,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_385,15
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,REJECT,RELEASE,""CODE NOK"",""SET STATUS"")",1,0.001,Variant_386,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"")",1,0.001,Variant_387,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_388,16
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",EMPTY)",1,0.001,Variant_389,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED)",1,0.001,Variant_390,11
"(NEW,FIN,MANUAL)",1,0.001,Variant_391,3
"(NEW,FIN,RELEASE,""CODE OK"",""CODE OK"",STORNO,REJECT,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_392,11
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""SET STATUS"")",1,0.001,Variant_393,7
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,""SET STATUS"")",1,0.001,Variant_394,8
"(NEW,FIN,RELEASE,BILLED,STORNO,BILLED,STORNO,MANUAL,BILLED)",1,0.001,Variant_395,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_396,20
"(NEW,FIN,""CODE NOK"",RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_397,14
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT)",1,0.001,Variant_398,9
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_399,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""SET STATUS"")",1,0.001,Variant_400,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_401,9
"(NEW,FIN,RELEASE,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_402,9
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW,NEW)",1,0.001,Variant_403,9
"(NEW,NEW,NEW,NEW,NEW,NEW,NEW)",1,0.001,Variant_404,7
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",DELETE)",1,0.001,Variant_405,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_406,21
"(NEW,FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_407,12
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_408,15
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,RELEASE,REOPEN,DELETE)",1,0.001,Variant_409,11
"(NEW,FIN,REOPEN,FIN,REOPEN,FIN,DELETE)",1,0.001,Variant_410,7
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_411,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_412,24
"(NEW,FIN,RELEASE,MANUAL,MANUAL,MANUAL,BILLED)",1,0.001,Variant_413,7
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,DELETE)",1,0.001,Variant_414,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL,MANUAL,""CODE OK"",MANUAL,""CODE OK"",MANUAL,""CODE OK"",MANUAL)",1,0.001,Variant_415,23
"(NEW,FIN,RELEASE,REOPEN,FIN,DELETE)",1,0.001,Variant_416,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL)",1,0.001,Variant_417,13
"(NEW,FIN,RELEASE,""CODE OK"",""CODE OK"",MANUAL,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_418,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,""CODE ERROR"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,DELETE)",1,0.001,Variant_419,13
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,RELEASE,""CODE OK"",""SET STATUS"")",1,0.001,Variant_420,11
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,""CODE OK"",RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_421,10
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_422,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_423,19
"(NEW,FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_424,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE NOK"",""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_425,17
"(NEW,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REJECT,BILLED,STORNO,REOPEN,DELETE)",1,0.001,Variant_426,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_427,15
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL,""CODE OK"",MANUAL,MANUAL,""CODE OK"",MANUAL)",1,0.001,Variant_428,17
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CHANGE END"",FIN,RELEASE,""CODE NOK"",""CHANGE END"",FIN,RELEASE,""CODE NOK"",""CHANGE END"",DELETE)",1,0.001,Variant_429,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""SET STATUS"",""CODE NOK"",""SET STATUS"")",1,0.001,Variant_430,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_431,14
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,BILLED)",1,0.001,Variant_432,11
"(NEW,FIN,RELEASE,""CODE ERROR"",BILLED,""CODE NOK"",""CODE NOK"")",1,0.001,Variant_433,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_434,17
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_435,13
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_436,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,REJECT,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_437,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,BILLED,STORNO,REJECT,RELEASE,""CODE NOK"",""CODE NOK"",""SET STATUS"")",1,0.001,Variant_438,14
"(NEW,FIN,RELEASE,""CODE OK"",REOPEN,FIN,REOPEN,DELETE)",1,0.001,Variant_439,8
"(NEW,FIN,RELEASE,FIN,RELEASE,""CODE NOK"",REOPEN,DELETE)",1,0.001,Variant_440,8
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_441,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_442,14
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_443,9
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL)",1,0.001,Variant_444,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_445,13
"(NEW,FIN,RELEASE,MANUAL,REOPEN,DELETE)",1,0.001,Variant_446,6
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"")",1,0.001,Variant_447,11
"(NEW,FIN,RELEASE,MANUAL,BILLED,MANUAL)",1,0.001,Variant_448,6
"(NEW,FIN,RELEASE,""CODE OK"",""CODE OK"",STORNO,REJECT)",1,0.001,Variant_449,7
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,""CODE OK"",RELEASE,BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_450,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_451,19
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",MANUAL,""CODE OK"",BILLED)",1,0.001,Variant_452,9
"(NEW,FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_453,22
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,REOPEN,DELETE)",1,0.001,Variant_454,7
"(NEW,NEW,FIN,FIN,RELEASE,RELEASE,""CODE NOK"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,REOPEN,REOPEN,FIN,FIN,RELEASE,RELEASE,""CODE NOK"",BILLED,BILLED)",1,0.001,Variant_455,20
"(NEW,FIN,RELEASE,FIN,RELEASE,""CODE NOK"",BILLED,STORNO,REOPEN,FIN,RELEASE,""CODE NOK"",BILLED)",1,0.001,Variant_456,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"")",1,0.001,Variant_457,14
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""CODE OK"")",1,0.001,Variant_458,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,MANUAL,""CODE OK"",MANUAL,STORNO,REJECT,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_459,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,BILLED,STORNO,REJECT,""SET STATUS"",""SET STATUS"")",1,0.001,Variant_460,22
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",MANUAL,RELEASE,""CODE OK"")",1,0.001,Variant_461,8
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_462,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_463,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_464,21
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,""CHANGE DIAGN"",FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_465,16
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",MANUAL,RELEASE,""CODE OK"")",1,0.001,Variant_466,11
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_467,14
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,FIN,RELEASE,BILLED)",1,0.001,Variant_468,9
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""SET STATUS"")",1,0.001,Variant_469,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_470,19
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_471,11
"(NEW,NEW,FIN,FIN,RELEASE,RELEASE,""CODE NOK"",BILLED,BILLED,JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT)",1,0.001,Variant_472,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_473,16
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,DELETE)",1,0.001,Variant_474,22
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,""CODE OK"",STORNO,REJECT,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_475,13
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,EMPTY,DELETE)",1,0.001,Variant_476,8
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_477,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_478,17
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,DELETE)",1,0.001,Variant_479,7
"(NEW,FIN,RELEASE,""CODE OK"",""CODE OK"",BILLED,STORNO,REJECT,BILLED)",1,0.001,Variant_480,9
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,DELETE)",1,0.001,Variant_481,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE ERROR"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE NOK"",""CODE NOK"",MANUAL)",1,0.001,Variant_482,15
"(NEW,FIN,RELEASE,BILLED,STORNO,""SET STATUS"",FIN,RELEASE,DELETE)",1,0.001,Variant_483,9
"(NEW,""CHANGE DIAGN"",FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_484,20
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",MANUAL,MANUAL,""CODE OK"",BILLED)",1,0.001,Variant_485,13
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_486,15
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,FIN)",1,0.001,Variant_487,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_488,22
"(NEW,FIN,RELEASE,""CODE ERROR"",MANUAL,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_489,10
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_490,14
"(NEW,FIN,RELEASE,""CODE NOK"",""SET STATUS"",DELETE)",1,0.001,Variant_491,6
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_492,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE ERROR"",BILLED,STORNO,REJECT,RELEASE,""CODE NOK"",""SET STATUS"",""SET STATUS"",REOPEN,FIN,RELEASE,""CODE NOK"",""CODE OK"",BILLED)",1,0.001,Variant_493,18
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE NOK"",""CODE ERROR"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE NOK"",""SET STATUS"",""SET STATUS"")",1,0.001,Variant_494,15
"(NEW,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,""SET STATUS"")",1,0.001,Variant_495,10
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,MANUAL,MANUAL,MANUAL,""CODE OK"",MANUAL)",1,0.001,Variant_496,13
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,""SET STATUS"",""SET STATUS"")",1,0.001,Variant_497,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_498,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""SET STATUS"",""SET STATUS"",""SET STATUS"")",1,0.001,Variant_499,8
"(NEW,FIN,RELEASE,""CODE OK"",EMPTY)",1,0.001,Variant_500,5
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""CODE OK"")",1,0.001,Variant_501,6
"(NEW,NEW,NEW,NEW,NEW,NEW)",1,0.001,Variant_502,6
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",""SET STATUS"")",1,0.001,Variant_503,4
"(NEW,FIN,RELEASE,""CODE OK"",""CHANGE END"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED,MANUAL,""CODE OK"",MANUAL)",1,0.001,Variant_504,14
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_505,25
"(NEW,FIN,RELEASE,RELEASE,""SET STATUS"",""SET STATUS"",REOPEN,DELETE)",1,0.001,Variant_506,8
"(NEW,FIN,RELEASE,""CODE ERROR"",REOPEN,FIN,RELEASE,""CODE OK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_507,19
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,RELEASE,""SET STATUS"")",1,0.001,Variant_508,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,DELETE)",1,0.001,Variant_509,9
"(NEW,FIN,RELEASE,BILLED,STORNO,BILLED,STORNO,BILLED,STORNO,REJECT,MANUAL,BILLED)",1,0.001,Variant_510,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""SET STATUS"",REOPEN,DELETE)",1,0.001,Variant_511,8
"(NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,DELETE)",1,0.001,Variant_512,8
"(NEW,FIN,REOPEN,FIN,RELEASE,EMPTY)",1,0.001,Variant_513,6
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,REOPEN,""CHANGE DIAGN"",FIN,REOPEN,FIN,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,BILLED)",1,0.001,Variant_514,18
"(NEW,""SET STATUS"",""SET STATUS"",""SET STATUS"",DELETE)",1,0.001,Variant_515,5
"(NEW,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",REOPEN,FIN,RELEASE,""CODE NOK"",BILLED)",1,0.001,Variant_516,17
"(NEW,FIN,RELEASE,REOPEN,FIN,RELEASE,REOPEN,DELETE)",1,0.001,Variant_517,8
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,REOPEN,FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_518,16
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",""SET STATUS"",""SET STATUS"",REOPEN,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_519,12
"(NEW,""CHANGE DIAGN"",FIN,RELEASE,""CODE OK"",BILLED,STORNO,REJECT,FIN,RELEASE,""CODE OK"",BILLED)",1,0.001,Variant_520,12
"(NEW,NEW,""CHANGE DIAGN"",""CHANGE DIAGN"",JOIN-PAT,JOIN-PAT,JOIN-PAT,JOIN-PAT,""CHANGE DIAGN"",FIN,FIN,RELEASE,RELEASE,""CODE OK"",BILLED,BILLED)",1,0.001,Variant_521,16
"(NEW,FIN,REOPEN,FIN,RELEASE,""CODE NOK"",EMPTY)",1,0.001,Variant_522,7
